Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
70,"79.
The Lives of Others
(2006)",(2006),R,137 min,"Drama, Mystery, Thriller",8.4,"89        
        Metascore","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","Votes:
394,911
| Gross:
$11.29M
| Top 250:
#58",Florian Henckel von Donnersmarck,"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur']"
71,"80.
3 Idiots
(2009)",(2009),PG-13,170 min,"Comedy, Drama",8.4,"67        
        Metascore","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Votes:
408,312
| Gross:
$6.53M
| Top 250:
#84",Rajkumar Hirani,"['Aamir Khan', 'Madhavan', 'Mona Singh', 'Kareena Kapoor']"
72,"81.
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
(1964)",(1964),PG,95 min,"Comedy, War",8.4,"97        
        Metascore","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","Votes:
497,910
| Gross:
$0.28M
| Top 250:
#68",Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn']"
73,"82.
Capernaum
(2018)",(2018),R,126 min,Drama,8.4,"75        
        Metascore","While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","Votes:
93,803
| Gross:
$1.66M
| Top 250:
#88",Nadine Labaki,"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']"
74,"83.
Das Boot
(1981)",(1981),R,149 min,"Drama, War",8.4,"86        
        Metascore",A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,"Votes:
254,438
| Gross:
$11.49M
| Top 250:
#77",Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']"
75,"84.
Sunset Blvd.
(1950)",(1950),Passed,110 min,"Drama, Film-Noir",8.4,"94        
        Metascore",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,"Votes:
225,638
| Top 250:
#59",Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson']"
76,"85.
Witness for the Prosecution
(1957)",(1957),Approved,116 min,"Crime, Drama, Mystery",8.4,"76        
        Metascore",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Votes:
128,537
| Gross:
$8.18M
| Top 250:
#64",Billy Wilder,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester']"
77,"86.
Paths of Glory
(1957)",(1957),Approved,88 min,"Drama, War",8.4,"90        
        Metascore","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","Votes:
201,136
| Top 250:
#60",Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready']"
78,"88.
High and Low
(1963)",(1963),Not Rated,143 min,"Crime, Drama, Mystery",8.4,"90        
        Metascore",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"Votes:
47,206
| Top 250:
#86",Akira Kurosawa,"['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai', 'Kyôko Kagawa']"
79,"92.
John Wick: Chapter 4
(2023)",(2023),R,169 min,"Action, Crime, Thriller",8.3,"78        
        Metascore","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Votes:
107,684
| Top 250:
#165",Chad Stahelski,"['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou', 'Lance Reddick']"
80,"93.
Top Gun: Maverick
(2022)",(2022),PG-13,130 min,"Action, Drama",8.3,"78        
        Metascore","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","Votes:
566,976
| Gross:
$718.73M
| Top 250:
#123",Joseph Kosinski,"['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer']"
81,"94.
Scarface
(1983)",(1983),R,170 min,"Crime, Drama",8.3,"65        
        Metascore","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","Votes:
858,985
| Gross:
$45.60M
| Top 250:
#106",Brian De Palma,"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio']"
82,"95.
Good Will Hunting
(1997)",(1997),R,126 min,"Drama, Romance",8.3,"70        
        Metascore","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","Votes:
995,037
| Gross:
$138.43M
| Top 250:
#81",Gus Van Sant,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård']"
83,"96.
Inglourious Basterds
(2009)",(2009),R,153 min,"Adventure, Drama, War",8.3,"69        
        Metascore","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Votes:
1,480,256
| Gross:
$120.54M
| Top 250:
#71",Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']"
84,"97.
Heat
(1995)",(1995),R,170 min,"Action, Crime, Drama",8.3,"76        
        Metascore",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Votes:
668,740
| Gross:
$67.44M
| Top 250:
#109",Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight']"
85,"98.
Requiem for a Dream
(2000)",(2000),R,102 min,Drama,8.3,"71        
        Metascore",The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"Votes:
856,729
| Gross:
$3.64M
| Top 250:
#85",Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']"
86,"99.
2001: A Space Odyssey
(1968)",(1968),G,149 min,"Adventure, Sci-Fi",8.3,"84        
        Metascore","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.","Votes:
680,942
| Gross:
$56.95M
| Top 250:
#90",Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter']"
87,"100.
A Clockwork Orange
(1971)",(1971),R,136 min,"Crime, Sci-Fi",8.3,"77        
        Metascore","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","Votes:
843,037
| Gross:
$6.21M
| Top 250:
#104",Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke']"
0,"101.
Eternal Sunshine of the Spotless Mind
(2004)",(2004),R,108 min,"Drama, Romance, Sci-Fi",8.3,"89        
        Metascore","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.","Votes:
1,025,290
| Gross:
$34.40M
| Top 250:
#91",Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson', 'Gerry Robert Byrne']"
1,"102.
Reservoir Dogs
(1992)",(1992),R,99 min,"Crime, Thriller",8.3,"81        
        Metascore","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Votes:
1,036,526
| Gross:
$2.83M
| Top 250:
#93",Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']"
2,"103.
Full Metal Jacket
(1987)",(1987),R,116 min,"Drama, War",8.3,"78        
        Metascore",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Votes:
754,106
| Gross:
$46.36M
| Top 250:
#105",Stanley Kubrick,"['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio"", 'Adam Baldwin']"
3,"104.
Once Upon a Time in America
(1984)",(1984),R,229 min,"Crime, Drama",8.3,"75        
        Metascore","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","Votes:
358,111
| Gross:
$5.32M
| Top 250:
#80",Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']"
4,"105.
The Hunt
(2012)",(2012),R,115 min,Drama,8.3,"77        
        Metascore","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","Votes:
338,505
| Gross:
$0.69M
| Top 250:
#94",Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']"
5,"106.
Hamilton
(2020)",(2020),PG-13,160 min,"Biography, Drama, History",8.3,"89        
        Metascore","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
99,780
| Top 250:
#107",Thomas Kail,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']"
6,"107.
Toy Story
(1995)",(1995),G,81 min,"Animation, Adventure, Comedy",8.3,"96        
        Metascore",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"Votes:
1,011,106
| Gross:
$191.80M
| Top 250:
#74",John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']"
7,"108.
Star Wars: Episode VI - Return of the Jedi
(1983)",(1983),PG,131 min,"Action, Adventure, Fantasy",8.3,"58        
        Metascore","After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.","Votes:
1,070,236
| Gross:
$309.13M
| Top 250:
#89",Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']"
8,"109.
Up
(2009)",(2009),PG,96 min,"Animation, Adventure, Comedy",8.3,"88        
        Metascore","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Votes:
1,062,065
| Gross:
$293.00M
| Top 250:
#111",Pete Docter,"['Bob Peterson', 'Edward Asner', 'Jordan Nagai', 'John Ratzenberger']"
9,"110.
Amélie
(2001)",(2001),R,122 min,"Comedy, Romance",8.3,"69        
        Metascore","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Votes:
766,450
| Gross:
$33.23M
| Top 250:
#102",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']"
10,"111.
Lawrence of Arabia
(1962)",(1962),Approved,218 min,"Adventure, Biography, Drama",8.3,"100        
        Metascore","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Votes:
299,457
| Gross:
$44.82M
| Top 250:
#96",T.E. Lawrence,"['David Lean', ""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']"
11,"112.
Incendies
(2010)",(2010),R,131 min,"Drama, Mystery",8.3,"80        
        Metascore",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Votes:
182,315
| Gross:
$6.86M
| Top 250:
#108",Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']"
12,"113.
To Kill a Mockingbird
(1962)",(1962),Approved,129 min,"Crime, Drama",8.3,"88        
        Metascore","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","Votes:
320,829
| Top 250:
#110",Robert Mulligan,"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']"
13,"114.
Princess Mononoke
(1997)",(1997),PG-13,134 min,"Animation, Action, Adventure",8.3,"76        
        Metascore","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","Votes:
403,493
| Gross:
$2.38M
| Top 250:
#79",Hayao Miyazaki,"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Billy Crudup']"
14,"115.
Toy Story 3
(2010)",(2010),G,103 min,"Animation, Adventure, Comedy",8.3,"92        
        Metascore","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","Votes:
849,849
| Gross:
$415.00M
| Top 250:
#87",Lee Unkrich,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']"
15,"116.
Vertigo
(1958)",(1958),PG,128 min,"Mystery, Romance, Thriller",8.3,"100        
        Metascore","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","Votes:
408,826
| Gross:
$3.20M
| Top 250:
#100",Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']"
16,"117.
Citizen Kane
(1941)",(1941),PG,119 min,"Drama, Mystery",8.3,"100        
        Metascore","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","Votes:
448,328
| Gross:
$1.59M
| Top 250:
#95",Orson Welles,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead']"
17,"118.
The Sting
(1973)",(1973),PG,129 min,"Comedy, Crime, Drama",8.3,"83        
        Metascore",Two grifters team up to pull off the ultimate con.,"Votes:
268,216
| Gross:
$159.60M
| Top 250:
#112",George Roy Hill,"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']"
18,"119.
North by Northwest
(1959)",(1959),Approved,136 min,"Action, Adventure, Mystery",8.3,"98        
        Metascore","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","Votes:
333,060
| Gross:
$13.28M
| Top 250:
#99",Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']"
19,"120.
Singin' in the Rain
(1952)",(1952),G,103 min,"Comedy, Musical, Romance",8.3,"99        
        Metascore",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Votes:
247,453
| Gross:
$8.82M
| Top 250:
#83",Stanley Donen,"['Gene Kelly', 'Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds']"
20,"121.
Metropolis
(1927)",(1927),Not Rated,153 min,"Drama, Sci-Fi",8.3,"98        
        Metascore","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","Votes:
177,347
| Gross:
$1.24M
| Top 250:
#114",Fritz Lang,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge']"
21,"122.
A Separation
(2011)",(2011),PG-13,123 min,Drama,8.3,"95        
        Metascore",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"Votes:
248,413
| Gross:
$7.10M
| Top 250:
#113",Asghar Farhadi,"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini']"
22,"123.
Ikiru
(1952)",(1952),Not Rated,143 min,Drama,8.3,"91        
        Metascore",A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,"Votes:
81,064
| Gross:
$0.06M
| Top 250:
#98",Akira Kurosawa,"['Takashi Shimura', 'Nobuo Kaneko', ""Shin'ichi Himori"", 'Haruo Tanaka']"
23,"124.
Judgment at Nuremberg
(1961)",(1961),Approved,179 min,"Drama, War",8.3,"60        
        Metascore","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.","Votes:
79,345
| Top 250:
#134",Stanley Kramer,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich']"
