Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
62,"70.
The Dark Knight Rises
(2012)",(2012),PG-13,164 min,"Action, Drama, Thriller",8.4,"78        
        Metascore","Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.","Votes:
1,731,232
| Gross:
$448.14M
| Top 250:
#69",Christopher Nolan,"['Christian Bale', 'Tom Hardy', 'Anne Hathaway', 'Gary Oldman']",imdb.com/title/tt1345836/?ref_=adv_li_tt
63,"71.
Avengers: Infinity War
(2018)",(2018),PG-13,149 min,"Action, Adventure, Sci-Fi",8.4,"68        
        Metascore",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Votes:
1,110,865
| Gross:
$678.82M
| Top 250:
#63",Anthony Russo,"['Joe Russo', 'Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']",imdb.com/title/tt4154756/?ref_=adv_li_tt
64,"72.
Braveheart
(1995)",(1995),R,178 min,"Biography, Drama, History",8.4,"68        
        Metascore",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"Votes:
1,051,067
| Gross:
$75.60M
| Top 250:
#75",Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']",imdb.com/title/tt0112573/?ref_=adv_li_tt
65,"73.
Memento
(2000)",(2000),R,113 min,"Mystery, Thriller",8.4,"81        
        Metascore",A man with short-term memory loss attempts to track down his wife's murderer.,"Votes:
1,256,744
| Gross:
$25.54M
| Top 250:
#54",Christopher Nolan,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior']",imdb.com/title/tt0209144/?ref_=adv_li_tt
66,"74.
Aliens
(1986)",(1986),R,137 min,"Action, Adventure, Sci-Fi",8.4,"84        
        Metascore","Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Votes:
728,577
| Gross:
$85.16M
| Top 250:
#65",James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser']",imdb.com/title/tt0090605/?ref_=adv_li_tt
67,"76.
Coco
(I) (2017)",(I) (2017),PG,105 min,"Animation, Adventure, Comedy",8.4,"81        
        Metascore","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Votes:
527,174
| Gross:
$209.73M
| Top 250:
#73",Lee Unkrich,"['Adrian Molina', 'Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']",imdb.com/title/tt2380307/?ref_=adv_li_tt
68,"77.
WALL·E
(2008)",(2008),G,98 min,"Animation, Adventure, Family",8.4,"95        
        Metascore","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Votes:
1,135,249
| Gross:
$223.81M
| Top 250:
#57",Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard']",imdb.com/title/tt0910970/?ref_=adv_li_tt
69,"78.
Amadeus
(1984)",(1984),R,160 min,"Biography, Drama, Music",8.4,"88        
        Metascore","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","Votes:
407,752
| Gross:
$51.97M
| Top 250:
#72",Wolfgang Amadeus Mozart,"['Antonio Salieri', 'Milos Forman', 'F. Murray Abraham', 'Tom Hulce']",imdb.com/title/tt0086879/?ref_=adv_li_tt
70,"79.
The Lives of Others
(2006)",(2006),R,137 min,"Drama, Mystery, Thriller",8.4,"89        
        Metascore","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.","Votes:
394,949
| Gross:
$11.29M
| Top 250:
#58",Florian Henckel von Donnersmarck,"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur']",imdb.com/title/tt0405094/?ref_=adv_li_tt
71,"80.
3 Idiots
(2009)",(2009),PG-13,170 min,"Comedy, Drama",8.4,"67        
        Metascore","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".","Votes:
408,351
| Gross:
$6.53M
| Top 250:
#84",Rajkumar Hirani,"['Aamir Khan', 'Madhavan', 'Mona Singh', 'Kareena Kapoor']",imdb.com/title/tt1187043/?ref_=adv_li_tt
72,"81.
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
(1964)",(1964),PG,95 min,"Comedy, War",8.4,"97        
        Metascore","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","Votes:
497,967
| Gross:
$0.28M
| Top 250:
#68",Stanley Kubrick,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn']",imdb.com/title/tt0057012/?ref_=adv_li_tt
73,"82.
Capernaum
(2018)",(2018),R,126 min,Drama,8.4,"75        
        Metascore","While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","Votes:
93,828
| Gross:
$1.66M
| Top 250:
#88",Nadine Labaki,"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']",imdb.com/title/tt8267604/?ref_=adv_li_tt
74,"83.
Das Boot
(1981)",(1981),R,149 min,"Drama, War",8.4,"86        
        Metascore",A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,"Votes:
254,458
| Gross:
$11.49M
| Top 250:
#77",Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']",imdb.com/title/tt0082096/?ref_=adv_li_tt
75,"84.
Sunset Blvd.
(1950)",(1950),Passed,110 min,"Drama, Film-Noir",8.4,"94        
        Metascore",A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,"Votes:
225,666
| Top 250:
#59",Billy Wilder,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson']",imdb.com/title/tt0043014/?ref_=adv_li_tt
76,"85.
Witness for the Prosecution
(1957)",(1957),Approved,116 min,"Crime, Drama, Mystery",8.4,"76        
        Metascore",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Votes:
128,552
| Gross:
$8.18M
| Top 250:
#64",Billy Wilder,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton', 'Elsa Lanchester']",imdb.com/title/tt0051201/?ref_=adv_li_tt
77,"86.
Paths of Glory
(1957)",(1957),Approved,88 min,"Drama, War",8.4,"90        
        Metascore","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","Votes:
201,152
| Top 250:
#60",Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready']",imdb.com/title/tt0050825/?ref_=adv_li_tt
78,"88.
High and Low
(1963)",(1963),Not Rated,143 min,"Crime, Drama, Mystery",8.4,"90        
        Metascore",An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"Votes:
47,213
| Top 250:
#86",Akira Kurosawa,"['Toshirô Mifune', 'Yutaka Sada', 'Tatsuya Nakadai', 'Kyôko Kagawa']",imdb.com/title/tt0057565/?ref_=adv_li_tt
79,"92.
Top Gun: Maverick
(2022)",(2022),PG-13,130 min,"Action, Drama",8.3,"78        
        Metascore","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","Votes:
567,383
| Gross:
$718.73M
| Top 250:
#123",Joseph Kosinski,"['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer']",imdb.com/title/tt1745960/?ref_=adv_li_tt
80,"93.
Scarface
(1983)",(1983),R,170 min,"Crime, Drama",8.3,"65        
        Metascore","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","Votes:
859,100
| Gross:
$45.60M
| Top 250:
#106",Brian De Palma,"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio']",imdb.com/title/tt0086250/?ref_=adv_li_tt
81,"94.
Good Will Hunting
(1997)",(1997),R,126 min,"Drama, Romance",8.3,"70        
        Metascore","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","Votes:
995,190
| Gross:
$138.43M
| Top 250:
#81",Gus Van Sant,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård']",imdb.com/title/tt0119217/?ref_=adv_li_tt
82,"95.
Inglourious Basterds
(2009)",(2009),R,153 min,"Adventure, Drama, War",8.3,"69        
        Metascore","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Votes:
1,480,478
| Gross:
$120.54M
| Top 250:
#71",Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']",imdb.com/title/tt0361748/?ref_=adv_li_tt
83,"96.
Heat
(1995)",(1995),R,170 min,"Action, Crime, Drama",8.3,"76        
        Metascore",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"Votes:
668,804
| Gross:
$67.44M
| Top 250:
#109",Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight']",imdb.com/title/tt0113277/?ref_=adv_li_tt
84,"97.
Requiem for a Dream
(2000)",(2000),R,102 min,Drama,8.3,"71        
        Metascore",The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"Votes:
856,809
| Gross:
$3.64M
| Top 250:
#85",Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']",imdb.com/title/tt0180093/?ref_=adv_li_tt
85,"98.
2001: A Space Odyssey
(1968)",(1968),G,149 min,"Adventure, Sci-Fi",8.3,"84        
        Metascore","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.","Votes:
681,011
| Gross:
$56.95M
| Top 250:
#90",Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter']",imdb.com/title/tt0062622/?ref_=adv_li_tt
86,"99.
A Clockwork Orange
(1971)",(1971),R,136 min,"Crime, Sci-Fi",8.3,"77        
        Metascore","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","Votes:
843,130
| Gross:
$6.21M
| Top 250:
#104",Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke']",imdb.com/title/tt0066921/?ref_=adv_li_tt
87,"100.
Eternal Sunshine of the Spotless Mind
(2004)",(2004),R,108 min,"Drama, Romance, Sci-Fi",8.3,"89        
        Metascore","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.","Votes:
1,025,370
| Gross:
$34.40M
| Top 250:
#91",Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson', 'Gerry Robert Byrne']",imdb.com/title/tt0338013/?ref_=adv_li_tt
0,"101.
Reservoir Dogs
(1992)",(1992),R,99 min,"Crime, Thriller",8.3,"81        
        Metascore","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","Votes:
1,036,648
| Gross:
$2.83M
| Top 250:
#93",Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']",imdb.com/title/tt0105236/?ref_=adv_li_tt
1,"102.
Full Metal Jacket
(1987)",(1987),R,116 min,"Drama, War",8.3,"78        
        Metascore",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Votes:
754,185
| Gross:
$46.36M
| Top 250:
#105",Stanley Kubrick,"['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio"", 'Adam Baldwin']",imdb.com/title/tt0093058/?ref_=adv_li_tt
2,"103.
Once Upon a Time in America
(1984)",(1984),R,229 min,"Crime, Drama",8.3,"75        
        Metascore","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","Votes:
358,150
| Gross:
$5.32M
| Top 250:
#80",Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']",imdb.com/title/tt0087843/?ref_=adv_li_tt
3,"104.
The Hunt
(2012)",(2012),R,115 min,Drama,8.3,"77        
        Metascore","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","Votes:
338,549
| Gross:
$0.69M
| Top 250:
#94",Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']",imdb.com/title/tt2106476/?ref_=adv_li_tt
4,"105.
Hamilton
(2020)",(2020),PG-13,160 min,"Biography, Drama, History",8.3,"89        
        Metascore","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","Votes:
99,812
| Top 250:
#107",Thomas Kail,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']",imdb.com/title/tt8503618/?ref_=adv_li_tt
5,"106.
Toy Story
(1995)",(1995),G,81 min,"Animation, Adventure, Comedy",8.3,"96        
        Metascore",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"Votes:
1,011,231
| Gross:
$191.80M
| Top 250:
#74",John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']",imdb.com/title/tt0114709/?ref_=adv_li_tt
6,"107.
Star Wars: Episode VI - Return of the Jedi
(1983)",(1983),PG,131 min,"Action, Adventure, Fantasy",8.3,"58        
        Metascore","After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.","Votes:
1,070,368
| Gross:
$309.13M
| Top 250:
#89",Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']",imdb.com/title/tt0086190/?ref_=adv_li_tt
7,"108.
Up
(2009)",(2009),PG,96 min,"Animation, Adventure, Comedy",8.3,"88        
        Metascore","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Votes:
1,062,184
| Gross:
$293.00M
| Top 250:
#111",Pete Docter,"['Bob Peterson', 'Edward Asner', 'Jordan Nagai', 'John Ratzenberger']",imdb.com/title/tt1049413/?ref_=adv_li_tt
8,"109.
Amélie
(2001)",(2001),R,122 min,"Comedy, Romance",8.3,"69        
        Metascore","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Votes:
766,503
| Gross:
$33.23M
| Top 250:
#102",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']",imdb.com/title/tt0211915/?ref_=adv_li_tt
9,"110.
Lawrence of Arabia
(1962)",(1962),Approved,218 min,"Adventure, Biography, Drama",8.3,"100        
        Metascore","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Votes:
299,490
| Gross:
$44.82M
| Top 250:
#96",T.E. Lawrence,"['David Lean', ""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']",imdb.com/title/tt0056172/?ref_=adv_li_tt
10,"111.
Incendies
(2010)",(2010),R,131 min,"Drama, Mystery",8.3,"80        
        Metascore",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Votes:
182,339
| Gross:
$6.86M
| Top 250:
#108",Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']",imdb.com/title/tt1255953/?ref_=adv_li_tt
11,"112.
To Kill a Mockingbird
(1962)",(1962),Approved,129 min,"Crime, Drama",8.3,"88        
        Metascore","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","Votes:
320,854
| Top 250:
#110",Robert Mulligan,"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']",imdb.com/title/tt0056592/?ref_=adv_li_tt
12,"113.
Princess Mononoke
(1997)",(1997),PG-13,134 min,"Animation, Action, Adventure",8.3,"76        
        Metascore","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","Votes:
403,542
| Gross:
$2.38M
| Top 250:
#79",Hayao Miyazaki,"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Billy Crudup']",imdb.com/title/tt0119698/?ref_=adv_li_tt
13,"114.
Toy Story 3
(2010)",(2010),G,103 min,"Animation, Adventure, Comedy",8.3,"92        
        Metascore","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","Votes:
849,948
| Gross:
$415.00M
| Top 250:
#87",Lee Unkrich,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']",imdb.com/title/tt0435761/?ref_=adv_li_tt
